symbol,snapshot_date,ess_numeric,ess_direction,zacks_direction,jefferson_direction,mclean_direction,signal_pattern,has_conflict,forward_return_30d,forward_return_60d,benchmark_return_30d,winner_loser,ess_correct
NICE,2025-10-19,8.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.200893,-0.176764,-0.030213,LOSER,False
NKTR,2025-10-19,8.9,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.060645,-0.301476,-0.030213,LOSER,False
NLY,2025-10-19,7.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.021317,0.070583,-0.030213,WINNER,True
NMIH,2025-10-19,8.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.019375,0.15721,-0.030213,WINNER,True
NMR,2025-10-19,7.1,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.025281,0.15309,-0.030213,NEUTRAL,False
NOG,2025-10-19,8.1,BULLISH,NEUTRAL,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.047418,0.023474,-0.030213,WINNER,True
NRIM,2025-10-19,8.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.087786,0.331247,-0.030213,WINNER,True
NSC,2025-10-19,7.7,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.031118,0.007155,-0.030213,NEUTRAL,False
NSIT,2025-10-19,8.3,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,-0.196035,-0.288846,-0.030213,LOSER,False
NSSC,2025-10-19,9.9,BULLISH,BULLISH,BULLISH,BULLISH,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.10274,0.003489,-0.030213,LOSER,False
NTAP,2025-10-19,8.8,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.09246,-0.057489,-0.030213,LOSER,False
NTB,2025-10-19,9.9,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.068047,0.232929,-0.030213,WINNER,True
NTES,2025-10-19,9.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.089369,-0.110865,-0.030213,LOSER,False
NTGR,2025-10-19,10.0,BULLISH,BULLISH,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.248093,-0.268538,-0.030213,LOSER,False
NVAX,2025-10-19,8.9,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,-0.25256,-0.240046,-0.030213,LOSER,False
NVDA,2025-10-19,9.7,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.007008,-0.046487,-0.030213,WINNER,True
NVGS,2025-10-19,8.7,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.182774,0.143185,-0.030213,WINNER,True
NVO,2025-10-19,8.9,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.146932,-0.145856,-0.030213,LOSER,False
NVS,2025-10-19,9.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.028682,0.026406,-0.030213,NEUTRAL,False
NWBI,2025-10-19,7.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.0555,0.051549,-0.030213,LOSER,False
NWPX,2025-10-19,9.4,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.035521,0.179847,-0.030213,WINNER,True
NXST,2025-10-19,8.1,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.030066,0.06171,-0.030213,NEUTRAL,False
OC,2025-10-19,9.0,BULLISH,BEARISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,True,-0.223259,-0.08579,-0.030213,LOSER,False
ODC,2025-10-19,8.0,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.06371,-0.108037,-0.030213,LOSER,False
ODP,2025-10-19,7.2,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,-0.030213,NO_DATA,
OFG,2025-10-19,8.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.06381,0.010831,-0.030213,LOSER,False
OFIX,2025-10-19,7.8,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,-0.078105,-0.003841,-0.030213,LOSER,False
OFLX,2025-10-19,7.6,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.082178,0.039875,-0.030213,LOSER,False
OGE,2025-10-19,7.1,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.053805,-0.072454,-0.030213,LOSER,False
OGN,2025-10-19,7.3,BULLISH,NEUTRAL,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.165584,-0.257748,-0.030213,LOSER,False
OGS,2025-10-19,7.5,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,-0.013339,-0.044369,-0.030213,NEUTRAL,False
OI,2025-10-19,9.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.050736,0.226678,-0.030213,WINNER,True
OLN,2025-10-19,7.3,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.172473,-0.106667,-0.030213,LOSER,False
OMCL,2025-10-19,7.9,BULLISH,BULLISH,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,True,0.139735,0.531457,-0.030213,WINNER,True
OMI,2025-10-19,7.9,BULLISH,NEUTRAL,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,-0.030213,NO_DATA,
ONEW,2025-10-19,7.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.199086,-0.310705,-0.030213,LOSER,False
OPBK,2025-10-19,9.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.049544,0.128995,-0.030213,NEUTRAL,False
OPRT,2025-10-19,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.139963,0.003683,-0.030213,LOSER,False
ORI,2025-10-19,9.9,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.06705,0.103354,-0.030213,WINNER,True
ORRF,2025-10-19,7.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.016009,0.139794,-0.030213,WINNER,True
OSBC,2025-10-19,8.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.009525,0.179193,-0.030213,WINNER,True
OSK,2025-10-19,7.9,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.089278,-0.043254,-0.030213,LOSER,False
OSPN,2025-10-19,8.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.214859,-0.16852,-0.030213,LOSER,False
OTTR,2025-10-19,7.2,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.061661,0.09379,-0.030213,WINNER,True
OVID,2025-10-19,7.8,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.2,-0.187879,-0.030213,LOSER,False
OZK,2025-10-19,7.1,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.069264,0.039177,-0.030213,LOSER,False
PAAS,2025-10-19,8.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.033266,0.27095,-0.030213,NEUTRAL,False
PACB,2025-10-19,8.4,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.166667,-0.050505,-0.030213,LOSER,False
PAG,2025-10-19,7.8,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.068677,-0.010577,-0.030213,LOSER,False
PAGS,2025-10-19,7.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.060908,0.055371,-0.030213,WINNER,True
PAHC,2025-10-19,9.5,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.067947,-0.00247,-0.030213,WINNER,True
PAM,2025-10-19,7.2,BULLISH,BEARISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,0.475677,0.477669,-0.030213,WINNER,True
PANW,2025-10-19,7.7,BULLISH,NEUTRAL,BEARISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,True,-0.051081,-0.122462,-0.030213,LOSER,False
PATH,2025-10-19,9.4,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.137476,0.000628,-0.030213,LOSER,False
PAYS,2025-10-19,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.113677,-0.024867,-0.030213,LOSER,False
PBPB,2025-10-19,8.1,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,,,-0.030213,NO_DATA,
PBYI,2025-10-19,9.1,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.07156,0.031193,-0.030213,LOSER,False
PCB,2025-10-19,8.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.044563,0.185292,-0.030213,WINNER,True
PCRX,2025-10-19,8.6,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.059513,0.12424,-0.030213,WINNER,True
PCYO,2025-10-19,8.9,BULLISH,NO_DATA,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,-0.000906,0.059783,-0.030213,WINNER,True
PDD,2025-10-19,9.4,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,,,-0.030213,NO_DATA,
PDEX,2025-10-19,8.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,-0.030213,NO_DATA,
PDS,2025-10-19,9.5,BULLISH,NEUTRAL,BEARISH,NO_DATA,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,0.067287,0.260029,-0.030213,WINNER,True
PEB,2025-10-19,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.0,0.061055,-0.030213,WINNER,True
PEBO,2025-10-19,8.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.000637,0.126467,-0.030213,WINNER,True
PENG,2025-10-19,8.6,BULLISH,NEUTRAL,BEARISH,NO_DATA,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,-0.181654,-0.116132,-0.030213,LOSER,False
PFBC,2025-10-19,9.2,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.038337,0.183025,-0.030213,WINNER,True
PFE,2025-10-19,9.3,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.048932,0.032034,-0.030213,WINNER,True
PFIS,2025-10-19,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,-0.030213,NO_DATA,
PFS,2025-10-19,7.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.020219,0.152779,-0.030213,NEUTRAL,False
PGNY,2025-10-19,8.8,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.316862,0.332654,-0.030213,WINNER,True
PHIN,2025-10-19,8.4,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.010734,0.130949,-0.030213,NEUTRAL,False
PHR,2025-10-19,7.4,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.145597,-0.284656,-0.030213,LOSER,False
PJT,2025-10-19,7.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.089958,-0.053107,-0.030213,LOSER,False
PKOH,2025-10-19,7.8,BULLISH,NO_DATA,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.091238,0.112918,-0.030213,LOSER,False
PLAB,2025-10-19,7.9,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.157119,0.344926,-0.030213,LOSER,False
PLBC,2025-10-19,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.010034,0.139899,-0.030213,WINNER,True
PLMR,2025-10-19,8.0,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.125858,0.162729,-0.030213,WINNER,True
PLPC,2025-10-19,8.7,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.174194,-0.076903,-0.030213,LOSER,False
PLTR,2025-10-19,9.2,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.078529,0.022578,-0.030213,LOSER,False
PLX,2025-10-19,7.4,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.121495,-0.158879,-0.030213,LOSER,False
PLXS,2025-10-19,8.9,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.093146,0.0,-0.030213,LOSER,False
PNR,2025-10-19,8.3,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.063576,-0.051839,-0.030213,LOSER,False
PNRG,2025-10-19,9.5,BULLISH,NO_DATA,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,-0.090623,0.051982,-0.030213,LOSER,False
PNTG,2025-10-19,9.2,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.087083,0.223333,-0.030213,WINNER,True
POR,2025-10-19,7.7,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.083944,0.086831,-0.030213,WINNER,True
POST,2025-10-19,8.2,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.005251,-0.045293,-0.030213,WINNER,True
PRDO,2025-10-19,8.9,BULLISH,NEUTRAL,BEARISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,True,-0.169748,-0.179349,-0.030213,LOSER,False
PRG,2025-10-19,9.6,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.171371,-0.030207,-0.030213,LOSER,False
PRGO,2025-10-19,9.3,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.382949,-0.386636,-0.030213,LOSER,False
PRI,2025-10-19,9.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.014338,-0.009905,-0.030213,NEUTRAL,False
PRIM,2025-10-19,9.8,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.149048,-0.107438,-0.030213,LOSER,False
PRK,2025-10-19,9.0,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.051687,0.052764,-0.030213,LOSER,False
PRKS,2025-10-19,8.4,BULLISH,NEUTRAL,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,-0.372703,-0.333078,-0.030213,LOSER,False
PRO,2025-10-19,7.7,BULLISH,NEUTRAL,BEARISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,True,,,-0.030213,NO_DATA,
PRSU,2025-10-19,7.9,BULLISH,NEUTRAL,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.073878,0.002788,-0.030213,LOSER,False
PRTH,2025-10-19,7.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.257511,-0.200286,-0.030213,LOSER,False
PRVA,2025-10-19,7.1,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.123864,-0.093182,-0.030213,LOSER,False
PSMT,2025-10-19,7.7,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.048697,0.01779,-0.030213,NEUTRAL,False
PSTL,2025-10-19,9.2,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.049325,0.078658,-0.030213,WINNER,True
PSX,2025-10-19,8.4,BULLISH,BULLISH,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,True,0.070945,-0.000859,-0.030213,WINNER,True
PTC,2025-10-19,8.5,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.159324,-0.145577,-0.030213,LOSER,False
PTCT,2025-10-19,9.9,BULLISH,NEUTRAL,BEARISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,True,0.121855,0.091135,-0.030213,WINNER,True
PTON,2025-10-19,8.1,BULLISH,BULLISH,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.048193,-0.16332,-0.030213,NEUTRAL,False
PVBC,2025-10-19,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,-0.030213,NO_DATA,
PVH,2025-10-19,8.9,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.10268,-0.134435,-0.030213,LOSER,False
PYPL,2025-10-19,7.2,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.122832,-0.139055,-0.030213,LOSER,False
QRVO,2025-10-19,8.1,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.129025,-0.086088,-0.030213,LOSER,False
R,2025-10-19,8.4,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.090646,0.041624,-0.030213,LOSER,False
RACE,2025-10-19,8.3,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.001205,-0.064422,-0.030213,WINNER,True
RBB,2025-10-19,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.06577,0.279955,-0.030213,WINNER,True
RBCAA,2025-10-19,9.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,-0.030213,NO_DATA,
RCKY,2025-10-19,7.7,BULLISH,NO_DATA,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,0.049928,0.108748,-0.030213,WINNER,True
RDDT,2025-10-19,9.6,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.082922,0.142533,-0.030213,LOSER,False
RDN,2025-10-19,8.0,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.027107,0.109283,-0.030213,WINNER,True
RDVT,2025-10-19,9.6,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.023274,0.065815,-0.030213,WINNER,True
RDY,2025-10-19,7.4,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.049491,-0.054915,-0.030213,NEUTRAL,False
REGN,2025-10-19,9.6,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.25759,0.299736,-0.030213,WINNER,True
REI,2025-10-19,8.5,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.010638,-0.085106,-0.030213,WINNER,True
RELL,2025-10-19,7.3,BULLISH,BULLISH,BEARISH,NO_DATA,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,-0.11521,-0.037768,-0.030213,LOSER,False
REVG,2025-10-19,9.3,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,,,-0.030213,NO_DATA,
REZI,2025-10-19,9.6,BULLISH,BULLISH,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.288744,-0.166064,-0.030213,LOSER,False
RGCO,2025-10-19,9.3,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.013947,0.099489,-0.030213,WINNER,True
RGLD,2025-10-19,7.6,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.044405,0.151762,-0.030213,NEUTRAL,False
RGP,2025-10-19,9.2,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.106309,0.227677,-0.030213,WINNER,True
RIG,2025-10-19,8.9,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.255319,0.191489,-0.030213,WINNER,True
RIGL,2025-10-19,8.4,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.568907,0.417855,-0.030213,WINNER,True
RIO,2025-10-19,9.9,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.007221,0.121173,-0.030213,WINNER,True
RM,2025-10-19,8.4,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,-0.030213,NO_DATA,
RMAX,2025-10-19,8.6,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.088968,-0.051008,-0.030213,LOSER,False
RMD,2025-10-19,8.6,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.090654,-0.104208,-0.030213,LOSER,False
RNAC,2025-10-19,8.4,BULLISH,NEUTRAL,BEARISH,NO_DATA,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,-0.218462,-0.245128,-0.030213,LOSER,False
RNGR,2025-10-19,8.9,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.033665,0.047777,-0.030213,WINNER,True
RNR,2025-10-19,9.6,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.069179,0.105699,-0.030213,WINNER,True
ROL,2025-10-19,8.5,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.048575,0.076842,-0.030213,WINNER,True
ROST,2025-10-19,8.3,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.01556,0.162184,-0.030213,WINNER,True
RPRX,2025-10-19,9.4,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.083257,0.054982,-0.030213,WINNER,True
RPT,2025-10-19,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.040581,0.167581,-0.030213,WINNER,True
RRBI,2025-10-19,8.7,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.012529,0.152644,-0.030213,WINNER,True
RRGB,2025-10-19,7.3,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.372308,-0.369231,-0.030213,LOSER,False
RRX,2025-10-19,8.1,BULLISH,NEUTRAL,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,-0.103764,-0.028337,-0.030213,LOSER,False
RUN,2025-10-19,7.9,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.062439,-0.115122,-0.030213,LOSER,False
RUSHA,2025-10-19,7.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.065775,0.114111,-0.030213,LOSER,False
RY,2025-10-19,8.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.014768,0.137471,-0.030213,WINNER,True
RYAAY,2025-10-19,9.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.004369,0.161003,-0.030213,WINNER,True
RYI,2025-10-19,9.0,BULLISH,NO_DATA,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,,,-0.030213,NO_DATA,
RYN,2025-10-19,7.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.078344,-0.048141,-0.030213,LOSER,False
SAFT,2025-10-19,8.8,BULLISH,NO_DATA,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.092356,0.160176,-0.030213,WINNER,True
SAIC,2025-10-19,9.6,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.124121,0.012462,-0.030213,LOSER,False
